"349","YAUPON DR / FIREOAK DR",30.41582475,-97.7793279
"350","SPRINGFIELD DR / JANES RANCH RD",30.16140235,-97.73172682
"351","BURTON DR / WOODLAND AVE",30.23595863,-97.72849885
"352","PLAINS TRL / W BRAKER LN",30.38477172,-97.69284067
"353","LOS INDIOS TRL / DALLAS DR",30.44072398,-97.76226704
"354","E ST JOHNS AVE / CAMERON RD",30.3260513,-97.69231397
"355","W 4TH ST / COLORADO ST",30.26656785,-97.74481762
"356","CONGRESS AVE / E 10TH ST",30.27180239,-97.74144841
"357","LEON ST / W 25TH ST",30.2895752,-97.74921748
"358","W SLAUGHTER LN / S 1ST ST",30.17245517,-97.79956075
"359","S CAPITAL OF TEXAS HWY SB / S MOPAC EXPY SVRD SB",30.25080717,-97.80674873
"360","N IH 35 NB / E RIVERSIDE TO IH 35 NB RAMP",30.25408392,-97.73651931
"361","SPRINGDALE RD / LYONS RD",30.26066385,-97.69871882
"362","W 6TH ST / GUADALUPE ST",30.2690229,-97.74626636
"363","E 12TH ST / AIRPORT BLVD",30.27686098,-97.70033651
"364","E 38TH HALF ST / N IH 35 SVRD SB",30.29497956,-97.71978109
"365","E 15TH ST / N IH 35 SVRD SB",30.2747746,-97.73176731
"366","JAMESTOWN DR / FAIRFIELD DR",30.35749486,-97.70589913
"367","GEORGIAN DR / E RUNDBERG LN",30.3608277,-97.69341373
"368","CRAIGWOOD DR / FM 969 RD",30.28472449,-97.65982992
"369","PECAN SPRINGS RD / MANOR RD",30.30102343,-97.68514133
"370","S CONGRESS AVE / SHERATON AVE",30.21515676,-97.76878077
"371","SPRINGDALE RD / E 51ST ST",30.2935999,-97.67781769
"372","NORTHLAND DR / BALCONES DR",30.33741831,-97.75705516
"373","GUADALUPE ST / W 15TH ST",30.27789543,-97.74299599
"374","N LAMAR BLVD / RUTLAND DR",30.36486901,-97.69600225
"375","FLEMING CT / CAVEN RD",30.20683331,-97.72907521
"376","S US 183 HWY NB / BURLESON RD",30.1828781,-97.68763533
"377","W STASSNEY LN / MANCHACA RD",30.21542756,-97.79771152
"378","S IH 35 SVRD NB / E STASSNEY LN",30.19819205,-97.76366489
"379","W PARMER LN / N MOPAC EXPY SVRD NB",30.41997456,-97.70358989
"380","W BEN WHITE BLVD SVRD EB / PACKSADDLE TO BEN WHIT EB RAMP",30.23126533,-97.79196201
"381","PALO BLANCO LN / DEADWOOD DR",30.19667758,-97.74868168
"382","LAVACA ST / W 6TH ST",30.26871554,-97.74520996
"383","LAVACA ST / W 3RD ST",30.26592847,-97.74625106
"384","E 11TH ST / SAN JACINTO BLVD",30.27205948,-97.73865943
"385","METRIC BLVD / DENTON DR",30.38508331,-97.71259615
"386","COOPER DR / N LAMAR BLVD",30.36111641,-97.69809029
"387","ROBERT T MARTINEZ JR ST / CANTERBURY ST",30.25396103,-97.72154399
"388","E 7TH ST / PEDERNALES ST",30.26091376,-97.71372346
"389","S IH 35 SVRD SB / WOODWARD ST",30.22348986,-97.74769815
"390","CHESTNUT AVE / E 13TH ST",30.27538182,-97.71620493
"391","WEBBERVILLE RD / RIBBECKE AVE",30.27936686,-97.68287391
"392","E CESAR CHAVEZ ST / SAN MARCOS ST",30.26056656,-97.73462458
"393","WALLER ST / E 6TH ST",30.26440279,-97.73053546
"394","THELMA DR / LUNAR DR",30.19187156,-97.78428854
"395","E 6TH TO IH 35 SB RAMP / N IH 35 SB",30.26426835,-97.73529486
"396","CAMERON RD / E US 290 HWY SVRD EB",30.32078038,-97.69586313
"397","W WILLIAM CANNON DR / S CONGRESS AVE",30.19301239,-97.77887935
"398","W BEN WHITE BLVD SVRD EB / S 1ST ST",30.22618423,-97.7696788
"399","E 6TH ST / WALLER ST",30.26440279,-97.73053546
"400","REINLI ST / N IH 35 SVRD NB",30.31834439,-97.70688909
"401","W WILLIAM CANNON DR / SOUTHWEST PKWY",30.25450983,-97.86562765
"402","E 2ND ST / COMAL ST",30.25942777,-97.7282522
"403","N IH 35 SVRD NB / W YAGER LN",30.39915723,-97.67305093
"404","E 8TH ST / SAN JACINTO BLVD",30.26923399,-97.73970178
"405","TRINITY ST / E 8TH ST",30.26892592,-97.73861374
"406","BURNET RD / ALLANDALE RD",30.33485148,-97.73982748
"407","E 6TH ST / RED RIVER ST",30.26647411,-97.73719362
"408","W 10TH ST / N LAMAR BLVD",30.27501624,-97.7522848
"409","W 37TH ST / HOME LN",30.30057238,-97.73567731
"410","WHEATLEY AVE / BLESSING AVE",30.33315432,-97.69225586
"411","AIRPORT BLVD / SPRINGDALE RD",30.26560913,-97.69551678
"412","LAKE CREEK PKWY / N US 183 HWY SVRD NB",30.46141063,-97.793562
"413","E PARMER LN / SAMSUNG BLVD",30.3759987,-97.63171936
"414","W 12TH ST / EXPOSITION BLVD",30.28778325,-97.77381375
"415","E 32ND ST / N IH 35 SVRD NB",30.28906167,-97.72306302
"416","W 31ST ST / WHITIS AVE",30.29605459,-97.73885108
"417","DIAMONDBACK TRL / BROWNIE DR",30.36676562,-97.68486812
"418","W BEN WHITE BLVD SVRD EB / S CONGRESS AVE",30.2224766,-97.76417794
"419","BRASSIEWOOD DR / S PLEASANT VALLEY RD",30.18316575,-97.74530121
"420","E 11TH ST / CHICON ST",30.2660638,-97.72052585
"421","W OLTORF ST / EUCLID AVE",30.24015742,-97.75577906
"422","MORROW ST / HARDY DR",30.35034665,-97.72949759
"423","CENTER RIDGE DR / MC CALLEN PASS",30.41433649,-97.66337527
"424","W 7TH ST / RIO GRANDE ST",30.27088277,-97.74916016
"425","E 5TH ST / BRAZOS ST",30.26675527,-97.74184373
"426","MEADOR AVE / WILKS AVE",30.33030272,-97.69548867
"427","FAIRWAY ST / MONTOPOLIS DR",30.22799998,-97.70149752
"428","SHEPARD DR / CARPENTER AVE",30.35800286,-97.69915536
"429","FELIX AVE / MONTOPOLIS DR",30.23534327,-97.69680908
"430","N IH 35 SVRD NB / E US 290 HWY SVRD WB",30.32270389,-97.70609197
"431","W SLAUGHTER LN / S CONGRESS AVE",30.16710503,-97.78856592
"432","HAMMERMILL RUN / PALO BLANCO LN",30.19169454,-97.74775437
"433","N IH 35 SVRD SB / E 51ST ST",30.31015634,-97.7113121
"434","MONTOPOLIS DR / E BEN WHITE BLVD SVRD EB",30.21197743,-97.71254253
"435","E 10TH ST / RED RIVER ST",30.27022719,-97.73578089
"436","E 5TH ST / SAN JACINTO BLVD",30.26643591,-97.74074017
"437","ROSEWOOD AVE / CHICON ST",30.26969963,-97.71903643
"438","W 3RD ST / SAN ANTONIO ST",30.26653372,-97.74844009
"439","N IH 35 SVRD NB / E 6TH ST",30.26563526,-97.73420932
"440","E 7TH ST / N PLEASANT VALLEY RD",30.26012605,-97.7095025
"441","BENNETT AVE / BLACKSON AVE",30.33342657,-97.69893859
"442","METRIC BLVD / LAMPLIGHT VILLAGE AVE",30.41070248,-97.69552259
"443","S MOPAC EXPY SB / W SLAUGHTER LN",30.200992,-97.86688383
"444","N FM 620 RD / DEERBROOK TRL",30.4638896,-97.81062854
"445","METRIC BLVD / W BRAKER LN",30.39233877,-97.70829039
"446","CAMERON RD / E ANDERSON LN SVRD EB",30.33222141,-97.68662811
"447","COLINA LN / OAK KNOLL DR",30.41920084,-97.76438026
"448","LAKE CREEK PKWY / N FM 620 RD",30.46215553,-97.81602358
"449","TOWBRIDGE CIR / NORTH HAMPTON DR",30.31315532,-97.6834104
"450","W 27TH ST / GUADALUPE ST",30.29198405,-97.74116
"451","RESEARCH BLVD SVRD NB / GREAT HILLS TRL",30.3940755,-97.74599157
"452","COLONY CREEK DR / BRIARDALE DR",30.36730477,-97.71312684
"453","N MOPAC EXPY SVRD NB / W PARMER LN",30.41997456,-97.70358989
"454","BARBARA JORDAN BLVD / LANCASTER DR",30.30595268,-97.70749578
"455","N MOPAC SB TO WINDSOR WB RAMP / WINDSOR RD",30.2925928,-97.76099945
"456","BROWNIE DR / HARDIN CT",30.36840163,-97.68444574
"457","PARKFIELD DR / W BRAKER LN",30.3861189,-97.69575732
"458","E ELIZABETH ST / NICKERSON ST",30.24857826,-97.74878453
"459","TRAVIS HEIGHTS BLVD / E LIVE OAK ST",30.23806151,-97.74526811
"460","W WILLIAM CANNON DR / LOST VALLEY",30.21259711,-97.8277329
"461","GUADALUPE ST / W 39TH ST",30.30406528,-97.73730444
"462","E 7TH ST / WALLER ST",30.2654247,-97.73033998
"463","OLD BEE CAVES RD / FLETCHER LN",30.24997438,-97.8866925
"464","SUBURBAN DR / BATTLE BEND BLVD",30.20582068,-97.76994056
"465","S 1ST ST / W STASSNEY LN",30.20846966,-97.78152949
"466","S CONGRESS AVE / WOODWARD ST",30.22964962,-97.76021493
"467","E ST JOHNS AVE / N IH 35 SVRD NB",30.33257841,-97.70371141
"468","CAMERON RD / E 51ST ST",30.30910424,-97.70976208
"469","RIVER ST / N IH 35 SVRD SB",30.25744687,-97.73770564
"470","N LAMAR BLVD SVRD SB / RESEARCH BLVD SVRD NB",30.34834815,-97.71253502
"471","E 6TH ST / SAN JACINTO BLVD",30.26739402,-97.74038174
"472","WEBBERVILLE RD / BEDFORD ST",30.26989751,-97.70638835
